id,age,educ,paeduc,sex,race,income,region,polviews,relig,slt8,s9_11,s12,s13_15,s16,s17_18,sgt18,stage,cage,female,white,black,other,south,nrthest,midwest,west,missed,missag,misssx,missra,missrg,misspa,miss
2451,34,16,16,female,white,$25000 or more,mountain,slightly liberal,protestant,16,1,0,1,1,0,0,-.69230396,-12.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2452,86,16,,female,white,$15000 - 19999,mountain,conservative,protestant,16,1,0,1,0,1,1,2.3020835,39.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,1,1
2453,28,14,13,female,white,$25000 or more,mountain,moderate,protestant,14,1,0,1,0,0,0,-1.0378102,-18.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2454,51,14,,male,white,$25000 or more,mountain,slghtly conservative,protestant,14,1,0,1,0,1,1,.28663036,4.98,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,1,1
2455,43,16,8,female,white,$25000 or more,mountain,moderate,protestant,16,0,0,0,0,0,0,-.17404461,-3.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2456,27,16,16,male,white,,mountain,extremely liberal,catholic,16,1,0,1,1,0,0,-1.0953946,-19.02,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2457,39,13,12,female,white,$25000 or more,mountain,slghtly conservative,protestant,13,1,1,0,0,0,0,-.40438211,-7.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2458,62,12,8,female,white,,mountain,moderate,catholic,12,0,0,0,0,0,0,.92005849,15.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2459,46,12,8,male,white,$25000 or more,mountain,conservative,catholic,12,0,0,0,0,0,0,-.0012914971,-.02,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2460,40,13,12,female,white,$25000 or more,middle atlantic,moderate,catholic,13,1,1,0,0,0,0,-.34679773,-6.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
2461,61,12,8,male,white,refused,middle atlantic,moderate,catholic,12,0,0,0,0,0,0,.86247408,14.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
2462,41,12,6,male,white,$25000 or more,middle atlantic,moderate,christian,12,0,0,0,0,0,0,-.28921336,-5.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
2463,77,12,,female,white,refused,middle atlantic,,catholic,12,1,0,1,0,1,1,1.7838241,30.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
2464,59,12,8,male,white,$25000 or more,middle atlantic,moderate,catholic,12,0,0,0,0,0,0,.74730533,12.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
2465,68,12,,female,white,refused,middle atlantic,extremely liberal,catholic,12,1,0,1,0,1,1,1.2655647,21.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
2466,36,12,7,female,white,$20000 - 24999,middle atlantic,moderate,none,12,0,0,0,0,0,0,-.57713521,-10.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
2467,50,16,13,male,white,$25000 or more,middle atlantic,slghtly conservative,protestant,16,1,0,1,0,0,0,.229046,3.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
2468,50,12,7,female,white,$25000 or more,middle atlantic,slghtly conservative,catholic,12,0,0,0,0,0,0,.229046,3.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
2469,43,9,,female,white,$3000 to 3999,middle atlantic,moderate,protestant,9,1,0,1,0,1,1,-.17404461,-3.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
2470,41,12,0,female,white,$25000 or more,middle atlantic,moderate,catholic,12,0,0,0,0,0,0,-.28921336,-5.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
2471,60,16,,male,white,$10000 - 14999,middle atlantic,moderate,catholic,16,1,0,1,0,1,1,.80488974,13.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
2472,24,15,16,female,white,$20000 - 24999,middle atlantic,moderate,catholic,15,1,0,1,1,0,0,-1.2681477,-22.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
2473,46,12,,male,white,$25000 or more,middle atlantic,slghtly conservative,catholic,12,1,0,1,0,1,1,-.0012914971,-.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
2474,38,14,8,male,white,$25000 or more,middle atlantic,slghtly conservative,catholic,14,0,0,0,0,0,0,-.46196648,-8.0200005,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
2475,20,12,14,female,white,$15000 - 19999,middle atlantic,conservative,protestant,12,1,0,1,0,0,0,-1.4984852,-26.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
2476,23,13,13,female,white,$25000 or more,middle atlantic,liberal,catholic,13,1,0,1,0,0,0,-1.3257321,-23.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
2477,32,14,12,male,white,$25000 or more,middle atlantic,slghtly conservative,protestant,14,1,1,0,0,0,0,-.80747271,-14.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
2478,29,14,,male,other,$25000 or more,middle atlantic,,none,14,1,0,1,0,1,1,-.98022586,-17.02,No,No,No,Yes,No,Yes,No,No,0,0,0,0,0,1,1
2479,89,14,,male,white,$10000 - 14999,middle atlantic,slghtly conservative,protestant,14,1,0,1,0,1,1,2.4748366,42.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
2480,60,12,,female,white,$25000 or more,middle atlantic,moderate,catholic,12,1,0,1,0,1,1,.80488974,13.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
2481,26,12,,female,white,$25000 or more,middle atlantic,,protestant,12,1,0,1,0,1,1,-1.152979,-20.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
2482,65,12,2,male,white,$10000 - 14999,middle atlantic,moderate,catholic,12,0,0,0,0,0,0,1.0928116,18.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
2483,32,13,16,female,white,$20000 - 24999,middle atlantic,,catholic,13,1,0,1,1,0,0,-.80747271,-14.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
2484,54,15,8,female,white,$8000 to 9999,middle atlantic,moderate,protestant,15,0,0,0,0,0,0,.45938349,7.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
2485,25,12,12,male,white,$25000 or more,middle atlantic,moderate,catholic,12,1,1,0,0,0,0,-1.2105633,-21.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
2486,67,12,,female,white,$25000 or more,middle atlantic,moderate,catholic,12,1,0,1,0,1,1,1.2079804,20.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
2487,54,13,,female,white,$15000 - 19999,middle atlantic,slghtly conservative,protestant,13,1,0,1,0,1,1,.45938349,7.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
2488,49,17,20,male,other,$25000 or more,middle atlantic,conservative,catholic,17,1,0,1,0,1,1,.17146163,2.98,No,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0
2489,30,12,16,female,white,lt $1000,south atlantic,moderate,catholic,12,1,0,1,1,0,0,-.92264146,-16.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2490,84,11,3,female,white,$1000 to 2999,south atlantic,moderate,protestant,11,0,0,0,0,0,0,2.1869147,37.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2491,51,12,,male,white,$25000 or more,south atlantic,moderate,protestant,12,1,0,1,0,1,1,.28663036,4.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2492,53,8,6,male,white,$20000 - 24999,south atlantic,,protestant,8,0,0,0,0,0,0,.40179911,6.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2493,80,11,3,female,white,$10000 - 14999,south atlantic,conservative,protestant,11,0,0,0,0,0,0,1.9565772,33.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2494,23,12,,male,white,$25000 or more,south atlantic,liberal,protestant,12,1,0,1,0,1,1,-1.3257321,-23.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2495,29,10,10,male,white,$25000 or more,south atlantic,slghtly conservative,protestant,10,1,0,0,0,0,0,-.98022586,-17.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2496,23,13,10,female,white,$25000 or more,south atlantic,moderate,protestant,13,1,0,0,0,0,0,-1.3257321,-23.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2497,69,15,11,male,white,$25000 or more,south atlantic,conservative,protestant,15,1,0,0,0,0,0,1.3231491,22.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2498,52,8,4,male,black,$15000 - 19999,south atlantic,slightly liberal,protestant,8,0,0,0,0,0,0,.34421474,5.98,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2499,24,13,16,female,white,$25000 or more,south atlantic,moderate,protestant,13,1,0,1,1,0,0,-1.2681477,-22.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2500,38,16,12,male,black,$25000 or more,south atlantic,conservative,protestant,16,1,1,0,0,0,0,-.46196648,-8.0200005,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2501,54,12,3,female,black,$20000 - 24999,south atlantic,slghtly conservative,protestant,12,0,0,0,0,0,0,.45938349,7.98,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2502,63,8,10,female,black,,south atlantic,,protestant,8,1,0,0,0,0,0,.97764283,16.98,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2503,33,14,11,female,black,$25000 or more,south atlantic,moderate,protestant,14,1,0,0,0,0,0,-.74988836,-13.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2504,31,14,12,female,black,$10000 - 14999,south atlantic,moderate,protestant,14,1,1,0,0,0,0,-.86505711,-15.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2505,31,12,,male,white,$25000 or more,south atlantic,conservative,protestant,12,1,0,1,0,1,1,-.86505711,-15.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2506,75,11,6,female,white,$25000 or more,south atlantic,conservative,protestant,11,0,0,0,0,0,0,1.6686553,28.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2507,57,15,12,male,white,$25000 or more,south atlantic,moderate,catholic,15,1,1,0,0,0,0,.63213658,10.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2508,42,16,8,male,black,$25000 or more,south atlantic,moderate,protestant,16,0,0,0,0,0,0,-.23162898,-4.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2509,64,12,5,male,black,$25000 or more,south atlantic,liberal,protestant,12,0,0,0,0,0,0,1.0352272,17.98,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2510,38,16,8,female,black,$20000 - 24999,south atlantic,moderate,protestant,16,0,0,0,0,0,0,-.46196648,-8.0200005,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2511,44,10,10,male,white,$25000 or more,south atlantic,moderate,none,10,1,0,0,0,0,0,-.11646024,-2.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2512,55,10,2,female,white,$10000 - 14999,south atlantic,slightly liberal,protestant,10,0,0,0,0,0,0,.51696783,8.9799995,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2513,54,6,5,male,white,$20000 - 24999,south atlantic,conservative,protestant,6,0,0,0,0,0,0,.45938349,7.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2514,72,5,8,female,white,$7000 to 7999,south atlantic,,protestant,5,0,0,0,0,0,0,1.4959022,25.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2515,19,12,8,male,white,$15000 - 19999,south atlantic,moderate,protestant,12,0,0,0,0,0,0,-1.5560696,-27.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2516,38,7,5,male,white,$20000 - 24999,south atlantic,extrmly conservative,protestant,7,0,0,0,0,0,0,-.46196648,-8.0200005,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2517,61,12,7,male,white,refused,south atlantic,slghtly conservative,none,12,0,0,0,0,0,0,.86247408,14.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2518,59,8,,female,white,refused,south atlantic,moderate,protestant,8,1,0,1,0,1,1,.74730533,12.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2519,49,12,6,male,white,$25000 or more,south atlantic,moderate,none,12,0,0,0,0,0,0,.17146163,2.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2520,19,12,,female,white,$25000 or more,south atlantic,moderate,protestant,12,1,0,1,0,1,1,-1.5560696,-27.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2521,79,11,,female,black,refused,south atlantic,,protestant,11,1,0,1,0,1,1,1.8989928,32.98,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
2522,57,12,4,male,black,$25000 or more,south atlantic,conservative,protestant,12,0,0,0,0,0,0,.63213658,10.98,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2523,26,13,10,female,black,$25000 or more,south atlantic,moderate,protestant,13,1,0,0,0,0,0,-1.152979,-20.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2524,59,9,7,female,black,$10000 - 14999,south atlantic,slightly liberal,protestant,9,0,0,0,0,0,0,.74730533,12.98,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2525,35,12,,female,black,$25000 or more,south atlantic,moderate,protestant,12,1,0,1,0,1,1,-.63471961,-11.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
2526,41,16,14,female,white,$25000 or more,south atlantic,moderate,none,16,1,0,1,0,0,0,-.28921336,-5.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2527,58,16,16,male,white,$25000 or more,south atlantic,liberal,none,16,1,0,1,1,0,0,.68972099,11.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2528,65,14,12,female,white,$25000 or more,south atlantic,moderate,protestant,14,1,1,0,0,0,0,1.0928116,18.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2529,33,13,12,male,white,$25000 or more,south atlantic,slightly liberal,protestant,13,1,1,0,0,0,0,-.74988836,-13.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2530,68,15,8,male,other,$25000 or more,south atlantic,conservative,protestant,15,0,0,0,0,0,0,1.2655647,21.98,No,No,No,Yes,Yes,No,No,No,0,0,0,0,0,0,0
2531,44,16,16,female,white,$25000 or more,south atlantic,slghtly conservative,protestant,16,1,0,1,1,0,0,-.11646024,-2.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2532,20,13,13,male,white,$25000 or more,south atlantic,,protestant,13,1,0,1,0,0,0,-1.4984852,-26.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2533,57,11,9,female,white,$10000 - 14999,south atlantic,slightly liberal,protestant,11,1,0,0,0,0,0,.63213658,10.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2534,76,8,,male,white,$8000 to 9999,south atlantic,slightly liberal,protestant,8,1,0,1,0,1,1,1.7262397,29.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2535,77,6,3,male,white,$10000 - 14999,south atlantic,moderate,protestant,6,0,0,0,0,0,0,1.7838241,30.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2536,31,14,15,male,black,$25000 or more,south atlantic,moderate,protestant,14,1,0,1,0,0,0,-.86505711,-15.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2537,80,3,,female,white,$10000 - 14999,south atlantic,slghtly conservative,protestant,3,1,0,1,0,1,1,1.9565772,33.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2538,48,8,,male,white,$25000 or more,south atlantic,moderate,protestant,8,1,0,1,0,1,1,.11387725,1.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2539,32,13,16,female,white,$25000 or more,south atlantic,conservative,protestant,13,1,0,1,1,0,0,-.80747271,-14.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2540,68,11,,male,white,refused,south atlantic,moderate,protestant,11,1,0,1,0,1,1,1.2655647,21.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2541,45,12,6,male,white,refused,south atlantic,extrmly conservative,protestant,12,0,0,0,0,0,0,-.05887587,-1.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2542,52,12,,female,other,$25000 or more,south atlantic,slightly liberal,protestant,12,1,0,1,0,1,1,.34421474,5.98,Yes,No,No,Yes,Yes,No,No,No,0,0,0,0,0,1,1
2543,49,15,14,male,white,$25000 or more,south atlantic,slghtly conservative,protestant,15,1,0,1,0,0,0,.17146163,2.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2544,27,12,,female,white,$20000 - 24999,south atlantic,liberal,protestant,12,1,0,1,0,1,1,-1.0953946,-19.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2545,46,12,,male,black,$10000 - 14999,south atlantic,liberal,christian,12,1,0,1,0,1,1,-.0012914971,-.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
2546,43,0,,female,white,$10000 - 14999,south atlantic,moderate,catholic,0,1,0,1,0,1,1,-.17404461,-3.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2547,21,9,,male,other,$10000 - 14999,south atlantic,moderate,catholic,9,1,0,1,0,1,1,-1.4409008,-25.02,No,No,No,Yes,Yes,No,No,No,0,0,0,0,0,1,1
2548,38,12,12,male,black,$25000 or more,south atlantic,slghtly conservative,protestant,12,1,1,0,0,0,0,-.46196648,-8.0200005,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2549,51,14,,male,black,,south atlantic,moderate,protestant,14,1,0,1,0,1,1,.28663036,4.98,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
2550,24,14,,female,white,$10000 - 14999,south atlantic,slightly liberal,inter-nondenominational,14,1,0,1,0,1,1,-1.2681477,-22.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2551,73,9,8,male,white,$25000 or more,w. nor. central,slghtly conservative,protestant,9,0,0,0,0,0,0,1.5534866,26.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2552,49,13,,female,white,$15000 - 19999,w. nor. central,moderate,catholic,13,1,0,1,0,1,1,.17146163,2.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2553,89,8,8,female,white,,w. nor. central,conservative,protestant,8,0,0,0,0,0,0,2.4748366,42.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2554,78,12,6,female,white,$10000 - 14999,w. nor. central,moderate,catholic,12,0,0,0,0,0,0,1.8414085,31.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2555,45,12,,male,white,$20000 - 24999,w. nor. central,moderate,protestant,12,1,0,1,0,1,1,-.05887587,-1.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2556,36,20,8,female,white,lt $1000,w. nor. central,moderate,protestant,20,0,0,0,0,0,0,-.57713521,-10.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2557,40,12,12,female,white,$25000 or more,w. nor. central,moderate,protestant,12,1,1,0,0,0,0,-.34679773,-6.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2558,69,12,6,female,white,$15000 - 19999,w. nor. central,moderate,protestant,12,0,0,0,0,0,0,1.3231491,22.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2559,28,16,12,male,white,$20000 - 24999,w. nor. central,conservative,catholic,16,1,1,0,0,0,0,-1.0378102,-18.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2560,19,11,10,male,white,,w. nor. central,moderate,protestant,11,1,0,0,0,0,0,-1.5560696,-27.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2561,28,15,12,male,white,$15000 - 19999,w. nor. central,liberal,catholic,15,1,1,0,0,0,0,-1.0378102,-18.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2562,33,12,,female,white,$10000 - 14999,w. nor. central,moderate,catholic,12,1,0,1,0,1,1,-.74988836,-13.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2563,21,13,15,male,white,$4000 to 4999,w. nor. central,slightly liberal,protestant,13,1,0,1,0,0,0,-1.4409008,-25.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2564,35,15,12,male,white,$20000 - 24999,w. nor. central,moderate,protestant,15,1,1,0,0,0,0,-.63471961,-11.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2565,27,13,6,male,other,$15000 - 19999,w. nor. central,slightly liberal,catholic,13,0,0,0,0,0,0,-1.0953946,-19.02,No,No,No,Yes,No,No,Yes,No,0,0,0,0,0,0,0
2566,21,14,13,male,white,$15000 - 19999,w. nor. central,slghtly conservative,protestant,14,1,0,1,0,0,0,-1.4409008,-25.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2567,49,14,6,female,white,$25000 or more,w. nor. central,moderate,protestant,14,0,0,0,0,0,0,.17146163,2.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2568,46,16,12,female,white,$25000 or more,w. nor. central,moderate,protestant,16,1,1,0,0,0,0,-.0012914971,-.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2569,56,12,8,male,white,$25000 or more,w. nor. central,moderate,catholic,12,0,0,0,0,0,0,.57455224,9.9799995,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2570,63,13,8,female,white,$15000 - 19999,w. nor. central,conservative,catholic,13,0,0,0,0,0,0,.97764283,16.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2571,43,12,18,male,white,$25000 or more,w. nor. central,conservative,protestant,12,1,0,1,0,1,0,-.17404461,-3.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2572,21,14,12,male,white,$15000 - 19999,w. nor. central,slightly liberal,catholic,14,1,1,0,0,0,0,-1.4409008,-25.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2573,23,16,16,female,white,$25000 or more,w. nor. central,slghtly conservative,catholic,16,1,0,1,1,0,0,-1.3257321,-23.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2574,48,19,15,male,white,$25000 or more,w. nor. central,conservative,protestant,19,1,0,1,0,0,0,.11387725,1.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2575,22,14,,male,black,$15000 - 19999,w. nor. central,slghtly conservative,protestant,14,1,0,1,0,1,1,-1.3833164,-24.02,No,No,Yes,No,No,No,Yes,No,0,0,0,0,0,1,1
2576,26,13,16,female,black,$25000 or more,w. nor. central,moderate,protestant,13,1,0,1,1,0,0,-1.152979,-20.02,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,0,0
2577,22,12,12,male,white,$15000 - 19999,w. nor. central,moderate,protestant,12,1,1,0,0,0,0,-1.3833164,-24.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2578,28,12,8,female,white,$1000 to 2999,w. nor. central,moderate,protestant,12,0,0,0,0,0,0,-1.0378102,-18.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2579,67,9,,male,white,$10000 - 14999,e. nor. central,liberal,protestant,9,1,0,1,0,1,1,1.2079804,20.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2580,83,12,10,male,white,$8000 to 9999,e. nor. central,moderate,protestant,12,1,0,0,0,0,0,2.1293304,36.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2581,64,12,,female,white,$25000 or more,e. nor. central,extrmly conservative,protestant,12,1,0,1,0,1,1,1.0352272,17.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2582,24,12,12,female,white,$25000 or more,e. nor. central,moderate,catholic,12,1,1,0,0,0,0,-1.2681477,-22.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2583,57,12,8,male,white,$25000 or more,e. nor. central,moderate,protestant,12,0,0,0,0,0,0,.63213658,10.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2584,32,15,,female,white,$15000 - 19999,e. nor. central,moderate,none,15,1,0,1,0,1,1,-.80747271,-14.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2585,33,12,12,male,white,$15000 - 19999,e. nor. central,extrmly conservative,none,12,1,1,0,0,0,0,-.74988836,-13.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2586,32,14,11,female,other,$20000 - 24999,e. nor. central,moderate,catholic,14,1,0,0,0,0,0,-.80747271,-14.02,Yes,No,No,Yes,No,No,Yes,No,0,0,0,0,0,0,0
2587,33,14,,female,white,$5000 to 5999,e. nor. central,moderate,protestant,14,1,0,1,0,1,1,-.74988836,-13.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2588,76,7,,male,white,$7000 to 7999,e. nor. central,extremely liberal,protestant,7,1,0,1,0,1,1,1.7262397,29.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2589,68,12,8,male,white,$6000 to 6999,e. nor. central,extrmly conservative,protestant,12,0,0,0,0,0,0,1.2655647,21.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2590,35,12,12,female,other,$25000 or more,e. nor. central,liberal,catholic,12,1,1,0,0,0,0,-.63471961,-11.02,Yes,No,No,Yes,No,No,Yes,No,0,0,0,0,0,0,0
2591,48,13,,female,white,$25000 or more,e. nor. central,conservative,protestant,13,1,0,1,0,1,1,.11387725,1.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2592,60,12,,female,white,refused,e. nor. central,,catholic,12,1,0,1,0,1,1,.80488974,13.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2593,19,10,10,male,white,$25000 or more,e. nor. central,moderate,none,10,1,0,0,0,0,0,-1.5560696,-27.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2594,45,12,12,female,white,$25000 or more,e. nor. central,extremely liberal,catholic,12,1,1,0,0,0,0,-.05887587,-1.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2595,29,14,18,male,white,$20000 - 24999,e. nor. central,extrmly conservative,protestant,14,1,0,1,0,1,0,-.98022586,-17.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2596,36,12,12,male,white,,e. nor. central,slghtly conservative,protestant,12,1,1,0,0,0,0,-.57713521,-10.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
